clean_text,sentiment
sample tweet 6680,positive
sample tweet 6681,negative
sample tweet 6682,neutral
sample tweet 6683,neutral
sample tweet 6684,positive
sample tweet 6685,positive
sample tweet 6686,negative
sample tweet 6687,positive
sample tweet 6688,positive
sample tweet 6689,positive
sample tweet 6690,neutral
sample tweet 6691,neutral
sample tweet 6692,negative
sample tweet 6693,positive
sample tweet 6694,positive
sample tweet 6695,positive
sample tweet 6696,neutral
sample tweet 6697,neutral
sample tweet 6698,negative
sample tweet 6699,negative
sample tweet 6700,positive
sample tweet 6701,negative
sample tweet 6702,positive
sample tweet 6703,negative
sample tweet 6704,positive
sample tweet 6705,positive
sample tweet 6706,positive
sample tweet 6707,positive
sample tweet 6708,negative
sample tweet 6709,neutral
sample tweet 6710,neutral
sample tweet 6711,negative
sample tweet 6712,positive
sample tweet 6713,positive
sample tweet 6714,neutral
sample tweet 6715,neutral
sample tweet 6716,neutral
sample tweet 6717,neutral
sample tweet 6718,negative
sample tweet 6719,negative
sample tweet 6720,neutral
sample tweet 6721,neutral
sample tweet 6722,negative
sample tweet 6723,positive
sample tweet 6724,positive
sample tweet 6725,positive
sample tweet 6726,neutral
sample tweet 6727,positive
sample tweet 6728,neutral
sample tweet 6729,positive
sample tweet 6730,neutral
sample tweet 6731,negative
sample tweet 6732,neutral
sample tweet 6733,positive
sample tweet 6734,positive
sample tweet 6735,positive
sample tweet 6736,neutral
sample tweet 6737,neutral
sample tweet 6738,negative
sample tweet 6739,negative
sample tweet 6740,positive
sample tweet 6741,negative
sample tweet 6742,negative
sample tweet 6743,positive
sample tweet 6744,negative
sample tweet 6745,positive
sample tweet 6746,positive
sample tweet 6747,positive
sample tweet 6748,positive
sample tweet 6749,positive
sample tweet 6750,negative
sample tweet 6751,positive
sample tweet 6752,neutral
sample tweet 6753,neutral
sample tweet 6754,positive
sample tweet 6755,positive
sample tweet 6756,neutral
sample tweet 6757,neutral
sample tweet 6758,negative
sample tweet 6759,negative
sample tweet 6760,neutral
sample tweet 6761,neutral
sample tweet 6762,positive
sample tweet 6763,neutral
sample tweet 6764,neutral
sample tweet 6765,positive
sample tweet 6766,neutral
sample tweet 6767,positive
sample tweet 6768,positive
sample tweet 6769,positive
sample tweet 6770,positive
sample tweet 6771,positive
sample tweet 6772,neutral
sample tweet 6773,positive
sample tweet 6774,positive
sample tweet 6775,negative
sample tweet 6776,negative
sample tweet 6777,neutral
sample tweet 6778,positive
sample tweet 6779,positive
sample tweet 6780,positive
sample tweet 6781,neutral
sample tweet 6782,positive
sample tweet 6783,negative
sample tweet 6784,neutral
sample tweet 6785,negative
sample tweet 6786,negative
sample tweet 6787,positive
sample tweet 6788,positive
sample tweet 6789,neutral
sample tweet 6790,positive
sample tweet 6791,neutral
sample tweet 6792,positive
sample tweet 6793,positive
sample tweet 6794,negative
sample tweet 6795,negative
sample tweet 6796,negative
sample tweet 6797,negative
sample tweet 6798,neutral
sample tweet 6799,neutral
sample tweet 6800,positive
sample tweet 6801,positive
sample tweet 6802,positive
sample tweet 6803,positive
sample tweet 6804,positive
sample tweet 6805,positive
sample tweet 6806,negative
sample tweet 6807,positive
sample tweet 6808,positive
sample tweet 6809,positive
sample tweet 6810,negative
sample tweet 6811,positive
sample tweet 6812,positive
sample tweet 6813,negative
sample tweet 6814,positive
sample tweet 6815,positive
sample tweet 6816,positive
sample tweet 6817,negative
sample tweet 6818,positive
sample tweet 6819,positive
sample tweet 6820,positive
sample tweet 6821,negative
sample tweet 6822,negative
sample tweet 6823,neutral
sample tweet 6824,positive
sample tweet 6825,negative
sample tweet 6826,neutral
sample tweet 6827,neutral
sample tweet 6828,positive
sample tweet 6829,positive
sample tweet 6830,positive
sample tweet 6831,positive
sample tweet 6832,negative
sample tweet 6833,negative
sample tweet 6834,negative
sample tweet 6835,neutral
sample tweet 6836,neutral
sample tweet 6837,neutral
sample tweet 6838,negative
sample tweet 6839,positive
sample tweet 6840,negative
sample tweet 6841,neutral
sample tweet 6842,positive
sample tweet 6843,positive
sample tweet 6844,positive
sample tweet 6845,neutral
sample tweet 6846,negative
sample tweet 6847,positive
sample tweet 6848,negative
sample tweet 6849,positive
sample tweet 6850,neutral
sample tweet 6851,negative
sample tweet 6852,positive
sample tweet 6853,neutral
sample tweet 6854,neutral
sample tweet 6855,neutral
sample tweet 6856,positive
sample tweet 6857,neutral
sample tweet 6858,negative
sample tweet 6859,positive
sample tweet 6860,positive
sample tweet 6861,neutral
sample tweet 6862,positive
sample tweet 6863,neutral
sample tweet 6864,positive
sample tweet 6865,positive
sample tweet 6866,positive
sample tweet 6867,positive
sample tweet 6868,positive
sample tweet 6869,positive
sample tweet 6870,negative
sample tweet 6871,negative
sample tweet 6872,negative
sample tweet 6873,positive
sample tweet 6874,positive
sample tweet 6875,positive
sample tweet 6876,negative
sample tweet 6877,negative
sample tweet 6878,positive
sample tweet 6879,positive
sample tweet 6880,neutral
sample tweet 6881,positive
sample tweet 6882,positive
sample tweet 6883,positive
sample tweet 6884,positive
sample tweet 6885,neutral
sample tweet 6886,positive
sample tweet 6887,positive
sample tweet 6888,neutral
sample tweet 6889,positive
sample tweet 6890,positive
sample tweet 6891,positive
sample tweet 6892,positive
sample tweet 6893,positive
sample tweet 6894,neutral
sample tweet 6895,positive
sample tweet 6896,neutral
sample tweet 6897,negative
sample tweet 6898,neutral
sample tweet 6899,neutral
sample tweet 6900,negative
sample tweet 6901,neutral
sample tweet 6902,positive
sample tweet 6903,neutral
sample tweet 6904,negative
sample tweet 6905,positive
sample tweet 6906,negative
sample tweet 6907,negative
sample tweet 6908,negative
sample tweet 6909,negative
sample tweet 6910,negative
sample tweet 6911,neutral
sample tweet 6912,negative
sample tweet 6913,neutral
sample tweet 6914,positive
sample tweet 6915,neutral
sample tweet 6916,negative
sample tweet 6917,negative
sample tweet 6918,positive
sample tweet 6919,neutral
sample tweet 6920,neutral
sample tweet 6921,neutral
sample tweet 6922,neutral
sample tweet 6923,negative
sample tweet 6924,positive
sample tweet 6925,positive
sample tweet 6926,negative
sample tweet 6927,negative
sample tweet 6928,neutral
sample tweet 6929,positive
sample tweet 6930,positive
sample tweet 6931,negative
sample tweet 6932,negative
sample tweet 6933,positive
sample tweet 6934,neutral
sample tweet 6935,positive
sample tweet 6936,neutral
sample tweet 6937,negative
sample tweet 6938,neutral
sample tweet 6939,negative
sample tweet 6940,neutral
sample tweet 6941,positive
sample tweet 6942,positive
sample tweet 6943,neutral
sample tweet 6944,negative
sample tweet 6945,negative
sample tweet 6946,neutral
sample tweet 6947,positive
sample tweet 6948,negative
sample tweet 6949,positive
sample tweet 6950,positive
sample tweet 6951,positive
sample tweet 6952,neutral
sample tweet 6953,positive
sample tweet 6954,neutral
sample tweet 6955,positive
sample tweet 6956,negative
sample tweet 6957,positive
sample tweet 6958,negative
sample tweet 6959,neutral
sample tweet 6960,positive
sample tweet 6961,neutral
sample tweet 6962,positive
sample tweet 6963,neutral
sample tweet 6964,negative
sample tweet 6965,negative
sample tweet 6966,neutral
sample tweet 6967,negative
sample tweet 6968,neutral
sample tweet 6969,positive
sample tweet 6970,negative
sample tweet 6971,neutral
sample tweet 6972,negative
sample tweet 6973,negative
sample tweet 6974,positive
sample tweet 6975,positive
sample tweet 6976,positive
sample tweet 6977,positive
sample tweet 6978,positive
sample tweet 6979,positive
sample tweet 6980,neutral
sample tweet 6981,neutral
sample tweet 6982,positive
sample tweet 6983,positive
sample tweet 6984,positive
sample tweet 6985,neutral
sample tweet 6986,neutral
sample tweet 6987,positive
sample tweet 6988,neutral
sample tweet 6989,negative
sample tweet 6990,negative
sample tweet 6991,neutral
sample tweet 6992,neutral
sample tweet 6993,neutral
sample tweet 6994,positive
sample tweet 6995,positive
sample tweet 6996,positive
sample tweet 6997,positive
sample tweet 6998,positive
sample tweet 6999,positive
sample tweet 7000,positive
sample tweet 7001,neutral
sample tweet 7002,positive
sample tweet 7003,negative
sample tweet 7004,neutral
sample tweet 7005,neutral
sample tweet 7006,negative
sample tweet 7007,positive
sample tweet 7008,positive
sample tweet 7009,neutral
sample tweet 7010,neutral
sample tweet 7011,positive
sample tweet 7012,neutral
sample tweet 7013,positive
sample tweet 7014,positive
sample tweet 7015,negative
sample tweet 7016,positive
sample tweet 7017,positive
sample tweet 7018,neutral
sample tweet 7019,neutral
sample tweet 7020,positive
sample tweet 7021,neutral
sample tweet 7022,neutral
sample tweet 7023,neutral
sample tweet 7024,positive
sample tweet 7025,neutral
sample tweet 7026,neutral
sample tweet 7027,positive
sample tweet 7028,negative
sample tweet 7029,negative
sample tweet 7030,positive
sample tweet 7031,negative
sample tweet 7032,positive
sample tweet 7033,neutral
sample tweet 7034,negative
sample tweet 7035,positive
sample tweet 7036,negative
sample tweet 7037,neutral
sample tweet 7038,positive
sample tweet 7039,neutral
sample tweet 7040,negative
sample tweet 7041,positive
sample tweet 7042,negative
sample tweet 7043,positive
sample tweet 7044,positive
sample tweet 7045,neutral
sample tweet 7046,neutral
sample tweet 7047,positive
sample tweet 7048,positive
sample tweet 7049,negative
sample tweet 7050,positive
sample tweet 7051,neutral
sample tweet 7052,positive
sample tweet 7053,neutral
sample tweet 7054,neutral
sample tweet 7055,positive
sample tweet 7056,positive
sample tweet 7057,neutral
sample tweet 7058,negative
sample tweet 7059,neutral
sample tweet 7060,positive
sample tweet 7061,positive
sample tweet 7062,positive
sample tweet 7063,neutral
sample tweet 7064,negative
sample tweet 7065,positive
sample tweet 7066,positive
sample tweet 7067,negative
sample tweet 7068,neutral
sample tweet 7069,positive
sample tweet 7070,negative
sample tweet 7071,negative
sample tweet 7072,negative
sample tweet 7073,neutral
sample tweet 7074,negative
sample tweet 7075,positive
sample tweet 7076,positive
sample tweet 7077,positive
sample tweet 7078,neutral
sample tweet 7079,negative
sample tweet 7080,neutral
sample tweet 7081,negative
sample tweet 7082,negative
sample tweet 7083,neutral
sample tweet 7084,negative
sample tweet 7085,neutral
sample tweet 7086,positive
sample tweet 7087,positive
sample tweet 7088,positive
sample tweet 7089,neutral
sample tweet 7090,positive
sample tweet 7091,neutral
sample tweet 7092,neutral
sample tweet 7093,negative
sample tweet 7094,positive
sample tweet 7095,negative
sample tweet 7096,neutral
sample tweet 7097,neutral
sample tweet 7098,negative
sample tweet 7099,positive
sample tweet 7100,positive
sample tweet 7101,negative
sample tweet 7102,positive
sample tweet 7103,positive
sample tweet 7104,positive
sample tweet 7105,neutral
sample tweet 7106,negative
sample tweet 7107,neutral
sample tweet 7108,neutral
sample tweet 7109,positive
sample tweet 7110,negative
sample tweet 7111,positive
sample tweet 7112,neutral
sample tweet 7113,positive
sample tweet 7114,positive
sample tweet 7115,negative
sample tweet 7116,positive
sample tweet 7117,negative
sample tweet 7118,positive
sample tweet 7119,positive
sample tweet 7120,neutral
sample tweet 7121,negative
sample tweet 7122,neutral
sample tweet 7123,negative
sample tweet 7124,neutral
sample tweet 7125,positive
sample tweet 7126,neutral
sample tweet 7127,neutral
sample tweet 7128,positive
sample tweet 7129,positive
sample tweet 7130,negative
sample tweet 7131,positive
sample tweet 7132,positive
sample tweet 7133,neutral
sample tweet 7134,negative
sample tweet 7135,positive
sample tweet 7136,neutral
sample tweet 7137,positive
sample tweet 7138,positive
sample tweet 7139,negative
sample tweet 7140,negative
sample tweet 7141,positive
sample tweet 7142,positive
sample tweet 7143,positive
sample tweet 7144,neutral
sample tweet 7145,positive
sample tweet 7146,neutral
sample tweet 7147,positive
sample tweet 7148,positive
sample tweet 7149,neutral
sample tweet 7150,positive
sample tweet 7151,neutral
sample tweet 7152,positive
sample tweet 7153,positive
sample tweet 7154,positive
sample tweet 7155,positive
sample tweet 7156,neutral
sample tweet 7157,neutral
sample tweet 7158,negative
sample tweet 7159,positive
sample tweet 7160,positive
sample tweet 7161,negative
sample tweet 7162,positive
sample tweet 7163,negative
sample tweet 7164,negative
sample tweet 7165,neutral
sample tweet 7166,positive
sample tweet 7167,neutral
sample tweet 7168,negative
sample tweet 7169,positive
sample tweet 7170,neutral
sample tweet 7171,positive
sample tweet 7172,neutral
sample tweet 7173,positive
sample tweet 7174,positive
sample tweet 7175,neutral
sample tweet 7176,neutral
sample tweet 7177,positive
sample tweet 7178,positive
sample tweet 7179,negative
sample tweet 7180,positive
sample tweet 7181,positive
sample tweet 7182,positive
sample tweet 7183,negative
sample tweet 7184,neutral
sample tweet 7185,neutral
sample tweet 7186,neutral
sample tweet 7187,neutral
sample tweet 7188,negative
sample tweet 7189,negative
sample tweet 7190,positive
sample tweet 7191,positive
sample tweet 7192,negative
sample tweet 7193,neutral
sample tweet 7194,positive
sample tweet 7195,negative
sample tweet 7196,positive
sample tweet 7197,positive
sample tweet 7198,positive
sample tweet 7199,positive
sample tweet 7200,negative
sample tweet 7201,negative
sample tweet 7202,neutral
sample tweet 7203,positive
sample tweet 7204,neutral
sample tweet 7205,neutral
sample tweet 7206,negative
sample tweet 7207,positive
sample tweet 7208,positive
sample tweet 7209,negative
sample tweet 7210,neutral
sample tweet 7211,negative
sample tweet 7212,neutral
sample tweet 7213,negative
sample tweet 7214,positive
sample tweet 7215,positive
sample tweet 7216,neutral
sample tweet 7217,positive
sample tweet 7218,positive
sample tweet 7219,negative
sample tweet 7220,positive
sample tweet 7221,negative
sample tweet 7222,negative
sample tweet 7223,positive
sample tweet 7224,neutral
sample tweet 7225,positive
